Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
97,Gary Clark\clarkga01,SF,26,ORL,35,11,18.2,1.1,3.7,.305,0.9,3.1,.287,0.3,0.7,.391,.424,0.2,0.3,.800,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1.0,3.4
97,Gary Clark\clarkga01,SF,26,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
98,Brandon Clarke\clarkbr01,PF,24,MEM,45,16,25.4,4.7,9.1,.518,0.4,1.4,.302,4.3,7.7,.558,.542,1.4,2.1,.667,1.6,4.0,5.6,1.7,1.0,0.8,0.6,1.5,11.2
99,Jordan Clarkson\clarkjo01,SG,28,UTA,52,0,25.4,6.3,14.8,.422,3.0,8.6,.347,3.3,6.2,.525,.523,1.7,1.8,.946,0.8,3.2,3.9,2.2,0.9,0.2,1.7,1.5,17.2
100,Nicolas Claxton\claxtni01,C,21,BRK,24,1,18.3,2.8,4.9,.581,0.0,0.2,.200,2.8,4.7,.598,.585,1.0,1.9,.500,1.4,3.5,4.9,1.1,0.7,1.2,0.6,2.1,6.7
101,Amir Coffey\coffeam01,SG,23,LAC,38,0,8.0,1.0,2.1,.475,0.5,1.2,.435,0.5,0.9,.529,.600,0.3,0.6,.619,0.2,0.7,0.9,0.4,0.2,0.0,0.3,0.4,2.9
102,John Collins\collijo01,PF,23,ATL,47,47,30.3,7.1,13.0,.545,1.3,3.4,.380,5.8,9.6,.603,.594,2.7,3.3,.838,2.1,5.7,7.8,1.4,0.5,1.0,1.2,3.2,18.2
103,Mike Conley\conlemi01,PG,33,UTA,45,45,29.9,5.6,12.6,.449,2.8,6.6,.415,2.9,5.9,.487,.558,2.3,2.7,.854,0.7,2.6,3.4,5.7,1.3,0.2,1.9,2.0,16.4
104,Pat Connaughton\connapa01,SG,28,MIL,52,3,23.1,2.5,5.7,.446,1.5,3.8,.390,1.0,1.8,.564,.578,0.5,0.7,.735,1.0,3.8,4.8,1.3,0.7,0.3,0.5,1.5,7.0
105,Quinn Cook\cookqu01,PG,27,TOT,23,0,6.8,1.3,3.0,.426,0.5,1.1,.423,0.8,1.8,.429,.507,0.3,0.3,.875,0.1,0.7,0.7,0.8,0.2,0.0,0.3,0.4,3.3
105,Quinn Cook\cookqu01,PG,27,LAL,16,0,3.9,0.8,1.6,.462,0.3,0.8,.385,0.4,0.8,.538,.558,0.3,0.3,.800,0.0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
105,Quinn Cook\cookqu01,PG,27,CLE,7,0,13.6,2.4,6.0,.405,0.9,1.9,.462,1.6,4.1,.379,.476,0.4,0.4,1.000,0.3,1.4,1.7,1.9,0.4,0.0,0.6,1.1,6.1
106,Tyler Cook\cookty01,SF-PF,23,TOT,17,0,10.9,1.4,2.4,.575,0.0,0.0,,1.4,2.4,.575,.575,0.5,0.9,.500,0.8,1.5,2.3,0.5,0.2,0.0,0.6,1.1,3.2
106,Tyler Cook\cookty01,PF,23,BRK,4,0,4.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5
106,Tyler Cook\cookty01,SF,23,DET,13,0,13.0,1.7,2.8,.595,0.0,0.0,,1.7,2.8,.595,.595,0.6,1.2,.500,0.9,1.9,2.8,0.5,0.3,0.0,0.8,1.3,4.0
107,DeMarcus Cousins\couside01,C,30,TOT,29,11,18.6,3.0,7.8,.379,1.4,4.1,.336,1.6,3.7,.426,.467,1.6,2.2,.723,1.2,5.8,7.0,2.2,0.8,0.6,1.5,2.8,8.9
107,DeMarcus Cousins\couside01,C,30,HOU,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6
107,DeMarcus Cousins\couside01,C,30,LAC,4,0,8.5,1.8,4.3,.412,0.3,0.8,.333,1.5,3.5,.429,.441,0.8,1.5,.500,1.0,1.8,2.8,0.8,0.8,0.0,1.3,1.8,4.5
108,Robert Covington\covinro01,PF,30,POR,53,53,32.2,3.2,7.6,.415,2.1,5.3,.387,1.1,2.3,.483,.551,0.7,0.9,.809,0.8,5.8,6.6,1.7,1.6,1.3,1.1,2.7,9.1
109,Torrey Craig\craigto01,SF,30,TOT,33,0,13.3,1.7,3.5,.483,0.6,1.6,.396,1.1,1.9,.556,.573,0.2,0.3,.600,0.8,2.3,3.1,0.9,0.6,0.4,0.4,1.5,4.2
109,Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
109,Torrey Craig\craigto01,SF,30,PHO,15,0,15.9,2.5,4.7,.543,0.9,2.1,.419,1.7,2.6,.641,.636,0.3,0.5,.625,1.0,3.0,4.0,0.9,0.7,0.4,0.5,1.7,6.3
110,Jae Crowder\crowdja01,PF,30,PHO,52,37,27.8,3.3,8.2,.409,2.4,6.3,.388,0.9,1.9,.480,.558,1.0,1.3,.761,0.5,4.4,4.9,2.1,0.8,0.4,0.9,2.0,10.1
111,Jarrett Culver\culveja01,SG,21,MIN,33,7,15.0,2.1,5.1,.407,0.4,1.6,.245,1.7,3.5,.482,.446,0.9,1.5,.604,1.0,2.1,3.2,0.7,0.5,0.3,0.8,1.7,5.4
112,Seth Curry\curryse01,SG,30,PHI,44,44,28.9,4.4,9.8,.445,2.0,4.8,.410,2.4,5.0,.480,.545,1.3,1.5,.894,0.2,1.9,2.1,2.8,0.8,0.2,1.3,1.7,12.0
113,Stephen Curry\curryst01,PG,32,GSW,48,48,33.9,10.1,20.6,.489,5.0,11.8,.422,5.1,8.8,.580,.610,5.5,6.0,.927,0.5,5.0,5.5,5.9,1.3,0.1,3.2,1.8,30.7
114,Nate Darling\darlina01,SG,22,CHO,6,0,4.0,0.3,1.2,.286,0.3,1.2,.286,0.0,0.0,,.429,0.5,0.5,1.000,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,1.5
115,Anthony Davis\davisan02,PF,27,LAL,23,23,32.8,8.9,16.7,.533,0.7,2.5,.293,8.1,14.1,.575,.555,4.0,5.7,.715,2.0,6.3,8.4,3.0,1.3,1.8,2.0,1.8,22.5
116,Ed Davis\davised01,C,31,MIN,21,7,13.5,0.9,2.1,.432,0.0,0.0,,0.9,2.1,.432,.432,0.4,0.5,.900,2.2,3.0,5.2,1.0,0.6,0.6,0.3,2.5,2.2
117,Terence Davis\daviste02,SG,23,TOT,45,4,15.3,2.6,6.4,.410,1.3,3.8,.345,1.3,2.6,.504,.512,0.5,0.6,.828,0.3,1.7,2.0,1.1,0.6,0.2,0.9,1.4,7.1
117,Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,.414,1.3,3.6,.361,1.3,2.6,.489,.519,0.5,0.5,.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
117,Terence Davis\daviste02,SG,23,SAC,11,0,17.6,2.8,7.1,.397,1.4,4.5,.306,1.5,2.6,.552,.494,0.7,1.0,.727,0.3,1.9,2.2,1.1,0.7,0.3,1.2,1.5,7.7
118,Dewayne Dedmon\dedmode01,C,31,MIA,1,0,6.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,1.0,2.0,.500,1.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0
119,Matthew Dellavedova\dellama01,PG,30,CLE,8,1,18.9,1.1,4.5,.250,0.3,2.0,.125,0.9,2.5,.350,.278,0.5,0.5,1.000,0.8,1.3,2.0,4.8,0.3,0.0,0.5,1.3,3.0
120,DeMar DeRozan\derozde01,PF,31,SAS,47,47,34.0,7.4,14.9,.495,0.4,1.4,.281,7.0,13.5,.517,.508,6.1,6.9,.880,0.7,3.6,4.3,7.2,0.9,0.3,1.9,2.0,21.2
121,Mamadi Diakite\diakima01,PF,24,MIL,10,0,9.3,1.0,2.6,.385,0.1,0.6,.167,0.9,2.0,.450,.404,0.6,0.6,1.000,0.6,1.9,2.5,0.6,0.3,0.5,0.3,1.2,2.7
122,Hamidou Diallo\diallha01,SG-SF,22,TOT,42,5,23.1,4.3,8.8,.484,0.5,1.3,.339,3.8,7.5,.510,.509,2.5,3.8,.652,1.2,3.8,5.0,2.1,0.9,0.5,1.5,2.5,11.4
122,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9
122,Hamidou Diallo\diallha01,SF,22,DET,10,0,20.8,3.6,7.3,.493,0.7,1.5,.467,2.9,5.8,.500,.541,2.0,2.6,.769,1.2,3.2,4.4,1.2,0.6,0.7,1.2,2.3,9.9
123,Gorgui Dieng\dienggo01,C,31,TOT,25,1,15.8,2.3,4.6,.504,1.0,2.1,.462,1.4,2.5,.540,.609,1.7,2.0,.857,1.1,2.9,4.0,1.2,0.8,0.6,1.0,1.7,7.3
123,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9
123,Gorgui Dieng\dienggo01,C,31,SAS,3,0,8.0,0.7,2.3,.286,0.3,1.3,.250,0.3,1.0,.333,.357,1.3,2.0,.667,0.0,0.7,0.7,0.0,0.7,0.0,0.7,1.7,3.0
124,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
125,Donte DiVincenzo\divindo01,SG,24,MIL,52,52,27.5,3.9,9.4,.417,2.0,5.2,.384,1.9,4.2,.458,.524,0.8,1.1,.732,1.2,4.4,5.6,3.1,1.2,0.2,1.4,1.6,10.6
126,Luka Dončić\doncilu01,PG,21,DAL,50,50,35.1,10.1,20.8,.485,3.0,8.2,.361,7.1,12.6,.566,.556,5.3,7.2,.733,0.8,7.2,7.9,8.8,1.0,0.6,4.3,2.2,28.4
127,Luguentz Dort\dortlu01,SG,21,OKC,44,44,29.5,4.7,11.9,.398,2.1,6.1,.343,2.6,5.8,.457,.487,2.0,2.8,.726,0.7,2.9,3.6,1.6,1.0,0.4,1.5,2.5,13.6
128,Damyean Dotson\dotsoda01,SG,26,CLE,35,6,18.8,2.5,6.3,.394,0.9,3.3,.278,1.6,3.0,.519,.466,0.6,0.9,.688,0.1,1.9,2.0,2.1,0.4,0.1,0.8,0.9,6.5
129,Devon Dotson\dotsode01,PG,21,CHI,4,0,4.0,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.0,0.0,,0.5,0.3,0.8,0.5,0.3,0.0,0.0,0.3,1.0
130,Sekou Doumbouya\doumbse01,PF,20,DET,46,3,13.3,1.5,4.2,.345,0.5,1.9,.241,1.0,2.3,.430,.399,0.7,0.9,.738,0.5,1.6,2.1,0.6,0.4,0.1,0.7,1.6,4.0
131,PJ Dozier\doziepj01,SG,24,DEN,41,0,20.2,2.7,6.3,.419,0.9,2.6,.343,1.8,3.7,.474,.490,0.9,1.4,.614,0.7,2.9,3.6,1.6,0.6,0.4,0.9,1.7,7.1
132,Goran Dragić\dragigo01,PG,34,MIA,36,10,26.5,4.7,10.8,.434,1.6,4.7,.339,3.1,6.1,.507,.508,2.1,2.6,.811,0.3,3.0,3.3,4.4,0.6,0.2,2.6,2.3,13.1
133,Andre Drummond\drumman01,C,27,TOT,30,30,27.8,6.6,14.0,.471,0.0,0.3,.000,6.6,13.7,.481,.471,2.9,4.8,.600,3.8,9.0,12.8,2.3,1.6,1.1,3.2,3.0,16.1
133,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
133,Andre Drummond\drumman01,C,27,LAL,5,5,22.6,3.6,8.0,.450,0.0,0.0,,3.6,8.0,.450,.450,2.0,3.2,.625,2.6,6.6,9.2,1.2,1.4,0.6,3.0,4.0,9.2
134,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
135,Kevin Durant\duranke01,PF,32,BRK,23,21,33.9,9.6,17.7,.539,2.6,5.7,.454,7.0,12.1,.579,.612,6.4,7.3,.880,0.4,6.6,7.0,5.4,0.6,1.3,3.9,2.1,28.1
136,Anthony Edwards\edwaran01,SG,19,MIN,57,40,31.3,6.6,16.5,.398,2.2,6.9,.316,4.4,9.7,.456,.463,2.7,3.4,.786,0.8,3.5,4.4,2.7,1.1,0.4,2.1,1.6,18.0
137,Carsen Edwards\edwarca01,SG,22,BOS,23,1,8.8,1.7,3.7,.464,0.6,1.9,.295,1.1,1.7,.650,.542,0.3,0.4,.778,0.1,0.7,0.9,0.4,0.2,0.0,0.2,1.0,4.3
138,CJ Elleby\ellebcj01,SF,20,POR,21,0,7.3,0.9,2.3,.388,0.3,1.3,.222,0.6,1.0,.591,.449,0.3,0.5,.636,0.4,0.7,1.0,0.2,0.3,0.1,0.1,1.0,2.4
139,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
140,Wayne Ellington\ellinwa01,SG,33,DET,40,29,22.1,3.3,7.5,.446,2.5,6.0,.423,0.8,1.5,.542,.616,0.7,0.8,.788,0.3,1.6,1.9,1.4,0.4,0.2,0.7,1.4,9.8
141,Joel Embiid\embiijo01,C,26,PHI,38,38,32.2,9.4,18.2,.516,1.2,3.1,.379,8.2,15.1,.544,.548,10.1,11.8,.855,2.2,8.9,11.1,3.0,1.0,1.4,3.1,2.4,30.0
142,James Ennis\ennisja01,SF,30,ORL,39,35,24.3,2.9,6.1,.475,1.1,2.6,.436,1.7,3.5,.504,.568,1.7,2.1,.815,1.1,3.0,4.1,1.5,0.8,0.2,0.9,2.1,8.6
143,Drew Eubanks\eubandr01,C,23,SAS,36,0,13.3,1.9,3.6,.543,0.0,0.0,1.000,1.9,3.6,.539,.547,1.2,1.7,.689,1.0,2.8,3.8,0.8,0.3,1.0,0.8,1.4,5.1
144,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
145,Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,.750,0.0,0.0,,1.2,1.6,.750,.750,0.3,0.9,.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
146,Derrick Favors\favorde01,C,29,UTA,53,0,15.5,2.3,3.8,.623,0.0,0.0,.000,2.3,3.7,.626,.623,1.0,1.4,.740,2.1,3.4,5.5,0.8,0.5,1.0,0.6,2.2,5.7
147,Cristiano Felício\feliccr01,C,28,CHI,11,0,4.2,0.3,0.4,.750,0.0,0.0,,0.3,0.4,.750,.750,0.5,0.9,.600,0.5,0.6,1.2,0.5,0.2,0.0,0.3,0.4,1.1
148,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2
149,Bruno Fernando\fernabr01,C,22,ATL,26,0,6.8,0.5,1.1,.429,0.0,0.1,.000,0.5,1.0,.462,.429,0.5,0.7,.667,0.5,2.0,2.5,0.3,0.1,0.1,0.7,0.8,1.4
150,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20.0,4.0,10.5,.381,1.5,4.5,.333,2.5,6.0,.417,.452,0.0,1.0,.000,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
151,Dorian Finney-Smith\finnedo01,PF,27,DAL,44,44,32.0,3.3,7.7,.436,1.8,4.9,.364,1.5,2.7,.567,.553,0.5,0.7,.800,1.7,3.9,5.7,1.6,0.9,0.5,0.6,2.5,9.0
152,Malik Fitts\fittsma01,PF,23,LAC,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
153,Malachi Flynn\flynnma01,PG,22,TOR,32,5,16.8,2.0,5.8,.348,0.8,2.8,.300,1.2,3.0,.392,.420,0.5,0.7,.739,0.2,1.8,1.9,2.6,0.8,0.2,0.8,1.2,5.4
154,Bryn Forbes\forbebr01,SG,27,MIL,54,8,19.1,3.4,7.4,.455,2.1,4.8,.442,1.3,2.7,.479,.597,0.6,0.8,.756,0.1,1.2,1.3,0.6,0.3,0.0,0.6,1.1,9.5
155,Trent Forrest\forretr01,PG,22,UTA,15,0,5.8,0.5,1.1,.438,0.0,0.2,.000,0.5,0.9,.538,.438,0.1,0.1,1.000,0.0,0.5,0.5,1.2,0.3,0.1,0.5,0.3,1.1
156,Evan Fournier\fournev01,SF-SG,28,TOT,30,26,30.1,6.2,13.6,.457,2.8,7.0,.398,3.4,6.5,.520,.560,3.4,4.2,.795,0.2,2.6,2.7,3.4,1.1,0.4,1.9,2.2,18.6
156,Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,.461,2.8,7.2,.388,3.7,7.0,.536,.560,3.8,4.7,.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7
156,Evan Fournier\fournev01,SG,28,BOS,4,0,28.8,4.0,9.5,.421,2.8,5.8,.478,1.3,3.8,.333,.566,0.8,1.0,.750,0.0,1.8,1.8,1.8,1.3,0.8,1.0,2.5,11.5
157,De'Aaron Fox\foxde01,PG,23,SAC,55,55,35.1,9.2,19.1,.479,1.8,5.6,.325,7.3,13.5,.543,.527,5.1,7.1,.710,0.6,2.9,3.5,7.1,1.5,0.5,3.1,2.9,25.2
158,Robert Franks\frankro01,PF,24,ORL,2,0,8.5,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,1.5,2.0,.750,1.0,1.0,2.0,0.5,0.0,0.0,1.0,1.5,4.0
159,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
160,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
161,Wenyen Gabriel\gabriwe01,PF,23,NOP,9,0,4.7,0.2,1.2,.182,0.1,0.6,.200,0.1,0.7,.167,.227,0.2,0.4,.500,0.8,0.8,1.6,0.6,0.1,0.0,0.8,0.2,0.8
162,Daniel Gafford\gaffoda01,PF-C,22,TOT,37,11,13.2,2.4,3.5,.677,0.0,0.0,,2.4,3.5,.677,.677,1.1,1.6,.683,1.4,2.3,3.7,0.5,0.4,1.2,0.8,1.7,5.9
162,Daniel Gafford\gaffoda01,PF,22,CHI,31,11,12.4,1.9,2.8,.690,0.0,0.0,,1.9,2.8,.690,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
162,Daniel Gafford\gaffoda01,C,22,WAS,6,0,17.5,4.7,7.2,.651,0.0,0.0,,4.7,7.2,.651,.651,2.3,3.2,.737,1.3,4.2,5.5,0.5,0.8,1.8,1.2,1.5,11.7
163,Danilo Gallinari\gallida01,PF,32,ATL,39,4,24.0,4.0,9.5,.425,2.1,5.2,.407,1.9,4.2,.448,.538,3.2,3.4,.933,0.3,3.8,4.1,1.4,0.6,0.2,1.0,2.1,13.4
164,Langston Galloway\gallola01,SG,29,PHO,34,0,11.1,1.7,3.6,.471,0.9,2.1,.451,0.7,1.5,.500,.603,0.5,0.5,1.000,0.1,0.9,1.0,0.7,0.2,0.0,0.3,0.7,4.8
165,Darius Garland\garlada01,PG,21,CLE,45,42,33.4,6.5,14.6,.447,1.9,4.7,.399,4.6,9.9,.470,.511,2.0,2.4,.849,0.5,2.0,2.4,5.9,1.2,0.1,3.0,2.2,17.0
166,Marc Gasol\gasolma01,C,36,LAL,44,42,19.5,1.8,4.1,.444,1.0,2.5,.387,0.8,1.6,.536,.564,0.8,1.0,.750,0.8,3.3,4.0,2.1,0.5,1.2,1.2,2.3,5.4
167,Rudy Gay\gayru01,PF,34,SAS,47,0,21.7,4.0,9.7,.413,1.6,4.3,.385,2.4,5.5,.434,.497,1.3,1.6,.787,0.8,4.2,5.0,1.5,0.7,0.6,1.0,1.9,10.9
168,Paul George\georgpa01,SF,30,LAC,43,43,33.7,8.4,17.5,.479,3.3,7.5,.437,5.1,10.0,.510,.572,3.6,4.0,.891,0.9,5.4,6.3,5.5,1.2,0.5,3.2,2.4,23.6
169,Taj Gibson\gibsota01,PF,35,NYK,30,2,20.6,1.9,3.3,.580,0.1,0.5,.214,1.8,2.9,.640,.595,1.0,1.5,.682,2.0,3.2,5.2,0.7,0.8,1.0,0.6,2.2,5.0
170,Harry Giles\gilesha01,C,22,POR,30,0,10.3,1.1,2.5,.427,0.2,0.5,.467,0.8,2.0,.417,.473,0.5,0.7,.682,1.0,3.0,3.9,0.8,0.2,0.3,0.6,1.7,2.9
171,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
172,Anthony Gill\gillan01,PF,28,WAS,17,1,5.4,0.4,1.2,.350,0.1,0.7,.167,0.3,0.5,.625,.400,0.2,0.3,.800,0.5,1.1,1.6,0.2,0.2,0.1,0.2,0.6,1.2
173,Freddie Gillespie\gillefr01,PF,23,TOR,5,0,16.0,2.6,4.2,.619,0.0,0.0,,2.6,4.2,.619,.619,0.6,0.8,.750,1.6,2.6,4.2,0.4,0.6,0.8,0.6,2.0,5.8
174,Rudy Gobert\goberru01,C,28,UTA,56,56,31.1,5.5,8.2,.670,0.0,0.1,.000,5.5,8.1,.675,.670,3.4,5.6,.613,3.4,10.1,13.6,1.3,0.5,2.9,1.6,2.4,14.4
175,Brandon Goodwin\goodwbr01,PG,25,ATL,37,3,12.2,1.7,4.4,.380,0.7,2.1,.346,0.9,2.3,.412,.463,0.5,0.8,.667,0.2,1.1,1.3,1.8,0.4,0.0,0.7,0.8,4.6
176,Aaron Gordon\gordoaa01,PF,25,TOT,36,36,28.8,5.0,10.6,.469,1.4,3.9,.357,3.6,6.7,.533,.534,2.3,3.5,.646,1.5,4.5,6.0,3.7,0.7,0.8,2.2,1.9,13.6
176,Aaron Gordon\gordoaa01,PF,25,ORL,25,25,29.4,5.1,11.7,.437,1.7,4.5,.375,3.4,7.2,.475,.509,2.6,4.2,.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6
176,Aaron Gordon\gordoaa01,PF,25,DEN,11,11,27.2,4.6,8.1,.573,0.7,2.5,.286,3.9,5.5,.705,.618,1.5,2.0,.727,1.3,3.3,4.5,2.5,0.8,0.6,1.1,1.6,11.5
177,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
178,Devonte' Graham\grahade01,PG,25,CHO,44,38,29.8,4.5,11.9,.375,3.1,8.3,.374,1.4,3.6,.377,.506,2.1,2.6,.823,0.4,2.3,2.7,5.2,1.0,0.1,1.5,1.3,14.2
179,Jerami Grant\grantje01,SF,26,DET,49,49,34.4,7.5,17.4,.430,2.2,6.2,.357,5.3,11.2,.471,.494,5.4,6.3,.858,0.7,4.1,4.8,2.9,0.7,1.1,2.0,2.3,22.6
180,Danny Green\greenda02,SF,33,PHI,55,55,28.5,3.3,7.9,.419,2.6,6.3,.412,0.7,1.6,.449,.583,0.5,0.6,.758,0.8,2.9,3.7,1.7,1.3,0.9,1.1,1.8,9.7
181,Draymond Green\greendr01,PF,30,GSW,48,48,30.6,2.5,6.1,.416,0.5,2.1,.263,2.0,4.0,.495,.460,1.1,1.4,.773,0.9,5.7,6.6,8.5,1.6,0.8,3.0,3.1,6.6
182,JaMychal Green\greenja01,PF,30,DEN,43,4,18.5,3.1,6.5,.471,1.4,3.4,.408,1.7,3.1,.541,.579,0.8,1.0,.837,1.5,3.5,5.0,0.8,0.5,0.3,1.0,2.6,8.4
183,Javonte Green\greenja02,SG-PG,27,TOT,29,2,12.8,1.4,2.7,.519,0.2,0.8,.304,1.1,1.9,.611,.565,0.7,1.0,.667,0.8,1.2,2.0,0.4,0.7,0.1,0.6,1.2,3.7
183,Javonte Green\greenja02,SG,27,BOS,25,2,13.8,1.6,2.8,.549,0.3,0.9,.318,1.3,2.0,.653,.599,0.8,1.2,.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
183,Javonte Green\greenja02,PG,27,CHI,4,0,6.5,0.3,1.5,.167,0.0,0.3,.000,0.3,1.3,.200,.167,0.0,0.0,,0.5,1.0,1.5,0.5,0.5,0.5,0.8,0.8,0.5
184,Jeff Green\greenje02,C,34,BRK,52,29,26.7,3.6,7.4,.491,1.4,3.4,.410,2.2,3.9,.561,.586,1.6,2.1,.757,0.5,3.3,3.7,1.5,0.5,0.3,0.8,1.7,10.3
185,Josh Green\greenjo02,SG,20,DAL,28,5,10.1,0.9,2.1,.433,0.1,0.6,.118,0.9,1.5,.558,.450,0.3,0.5,.600,0.6,1.3,1.9,0.5,0.3,0.1,0.5,0.7,2.3
186,Blake Griffin\griffbl01,PF,31,TOT,30,21,27.3,3.6,9.1,.391,1.6,4.9,.329,2.0,4.3,.461,.478,2.1,2.8,.729,0.4,4.4,4.8,3.3,0.7,0.2,1.5,2.1,10.8
186,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
186,Blake Griffin\griffbl01,PF,31,BRK,10,1,19.2,2.6,5.2,.500,0.9,2.2,.409,1.7,3.0,.567,.587,1.8,2.3,.783,0.5,3.6,4.1,2.2,0.8,0.5,1.3,2.2,7.9
187,Kyle Guy\guyky01,PG,23,SAC,22,0,6.9,1.0,2.6,.379,0.5,1.5,.313,0.5,1.2,.462,.466,0.5,0.5,.833,0.1,0.9,1.0,0.9,0.2,0.0,0.2,0.6,2.9
188,Rui Hachimura\hachiru01,PF,22,WAS,46,46,31.9,5.3,11.3,.469,0.8,2.5,.310,4.5,8.7,.515,.504,2.3,3.0,.763,0.9,4.9,5.8,1.5,0.8,0.1,1.3,2.2,13.7
189,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
